1.56665	1.14303	184.052	268.434	1321.82	1927.84	0.00484706
1.56683	1.14303	184.039	268.397	1321.74	1927.59	0.00482763
1.62519	1.14006	182.319	262.356	1304.06	1876.53	0.00479186
1.56686	1.14304	184.053	268.425	1321.85	1927.79	0.00482856
1.56685	1.14304	184.011	268.373	1321.54	1927.42	0.00483084
1.62537	1.14005	182.328	262.362	1304.1	1876.54	0.00479118
1.56683	1.14304	184.024	268.389	1321.64	1927.53	0.00483621
1.5668	1.14304	184.032	268.394	1321.69	1927.57	0.00483978
1.6254	1.14005	182.34	262.378	1304.18	1876.65	0.00478764
1.56676	1.14303	184.053	268.425	1321.83	1927.78	0.00484541
1.56672	1.14302	184.019	268.379	1321.58	1927.43	0.0048495
1.62536	1.14004	182.35	262.393	1304.25	1876.75	0.00478325
1.56669	1.14301	184.007	268.365	1321.49	1927.32	0.00485367
1.56665	1.143	184.032	268.402	1321.65	1927.57	0.00485926
1.62533	1.14003	182.318	262.354	1304.01	1876.45	0.00478153
1.56663	1.14299	184.034	268.406	1321.65	1927.58	0.00486307
1.5666	1.14298	184.038	268.417	1321.67	1927.64	0.00486663
1.62532	1.14001	182.331	262.377	1304.08	1876.59	0.00478191
1.56656	1.14297	184.043	268.426	1321.69	1927.68	0.00487048
1.56654	1.14296	184.044	268.43	1321.68	1927.69	0.00487367
1.62529	1.13999	182.332	262.384	1304.06	1876.61	0.00478004
1.56651	1.14294	184.051	268.441	1321.72	1927.74	0.00487677
1.56649	1.14293	184.047	268.434	1321.67	1927.68	0.00487934
1.62527	1.13997	182.332	262.387	1304.05	1876.61	0.00477692
1.56646	1.14292	184.043	268.427	1321.63	1927.6	0.00488246
1.56644	1.14291	184.062	268.449	1321.75	1927.74	0.00488567
1.62526	1.13996	182.322	262.369	1303.95	1876.44	0.00477461
1.56642	1.1429	184.069	268.453	1321.79	1927.75	0.00488795
1.56641	1.14288	184.056	268.425	1321.68	1927.53	0.00489064
1.62526	1.13994	182.34	262.382	1304.06	1876.51	0.00477442
1.56639	1.14287	184.048	268.404	1321.62	1927.36	0.00489317
1.56638	1.14286	184.03	268.364	1321.48	1927.05	0.00489561
1.62526	1.13992	182.309	262.319	1303.82	1876.03	0.00477449
1.56636	1.14286	184.024	268.339	1321.42	1926.86	0.00489733
1.56635	1.14285	183.999	268.285	1321.23	1926.47	0.00489864
1.62525	1.13991	182.265	262.228	1303.5	1875.36	0.00477466
1.56633	1.14285	184.053	268.348	1321.62	1926.91	0.00490005
1.56633	1.14284	184.033	268.315	1321.47	1926.67	0.00490153
1.62524	1.13991	182.292	262.243	1303.69	1875.47	0.00477409
1.56631	1.14284	184.041	268.33	1321.53	1926.77	0.00490221
1.56631	1.14284	184.034	268.322	1321.47	1926.71	0.00490306
1.62523	1.13991	182.288	262.241	1303.66	1875.45	0.00477336
1.56631	1.14284	184.027	268.308	1321.42	1926.61	0.00490341
1.56631	1.14284	184.022	268.29	1321.39	1926.48	0.00490321
1.62523	1.13991	182.295	262.245	1303.72	1875.49	0.00477233
1.56632	1.14284	184.031	268.293	1321.46	1926.52	0.0049018
1.56635	1.14285	184.017	268.27	1321.36	1926.36	0.00489621
1.62522	1.13992	182.291	262.226	1303.7	1875.37	0.00477189
1.56639	1.14286	184.012	268.268	1321.34	1926.37	0.00488909
1.56644	1.14287	184.002	268.262	1321.28	1926.33	0.00488165
1.62522	1.13994	182.279	262.216	1303.63	1875.33	0.00477169
1.56652	1.14289	184.003	268.253	1321.3	1926.3	0.00486878
1.56662	1.1429	184	268.222	1321.3	1926.11	0.00485378
1.62523	1.13996	182.283	262.205	1303.68	1875.28	0.00477218
1.56673	1.14291	183.994	268.226	1321.27	1926.15	0.00483922
1.56674	1.14291	184.009	268.307	1321.39	1926.73	0.00483654
1.62526	1.13997	182.289	262.237	1303.73	1875.52	0.00477367
1.56664	1.14291	184.044	268.419	1321.62	1927.52	0.00485284
1.56654	1.1429	184.074	268.504	1321.83	1928.12	0.00487219
1.62527	1.13997	182.34	262.41	1304.1	1876.76	0.00477477
1.56648	1.14288	184.066	268.509	1321.76	1928.13	0.0048801
1.56647	1.14287	184.076	268.523	1321.81	1928.21	0.00488319
1.62528	1.13996	182.359	262.471	1304.22	1877.18	0.00477605
1.56645	1.14285	184.082	268.523	1321.84	1928.18	0.00488504
1.56645	1.14284	184.061	268.479	1321.66	1927.83	0.00488455
1.6253	1.13994	182.367	262.466	1304.26	1877.12	0.00477742
1.56647	1.14282	184.053	268.452	1321.59	1927.61	0.00488093
1.56654	1.14282	184.073	268.455	1321.74	1927.64	0.00486559
1.6253	1.13993	182.343	262.399	1304.07	1876.61	0.00477758
1.56682	1.14283	184.011	268.306	1321.3	1926.58	0.00481992
1.56729	1.14285	183.942	268.141	1320.83	1925.43	0.00476115
1.62539	1.13991	182.286	262.22	1303.64	1875.3	0.00478788
1.56773	1.14284	183.902	268.093	1320.53	1925.08	0.00474287
1.56842	1.14282	183.712	267.844	1319.15	1923.25	0.00476588
1.62665	1.13975	182.169	261.974	1302.52	1873.13	0.00490325
1.50821	1.1412	185.428	274.166	1326.98	1962.01	0.0048149
1.5083	1.14121	185.411	274.141	1326.88	1961.87	0.00480716
1.50829	1.14122	185.436	274.193	1327.07	1962.27	0.00481223
1.50824	1.14122	185.404	274.152	1326.84	1961.95	0.00481925
1.50813	1.14121	185.415	274.162	1326.89	1961.99	0.00483059
1.50801	1.14119	185.453	274.218	1327.14	1962.35	0.00484331
1.50789	1.14117	185.43	274.191	1326.94	1962.11	0.00485416
1.50775	1.14115	185.432	274.201	1326.92	1962.13	0.00486666
1.50763	1.14113	185.422	274.192	1326.81	1962.01	0.00487719
1.50751	1.1411	185.423	274.198	1326.78	1962	0.00488712
1.5074	1.14108	185.429	274.214	1326.78	1962.06	0.0048977
1.50729	1.14105	185.43	274.222	1326.75	1962.06	0.00490666
1.50718	1.14103	185.434	274.234	1326.74	1962.09	0.00491523
1.50709	1.14101	185.434	274.238	1326.71	1962.07	0.00492321
1.507	1.14098	185.431	274.237	1326.65	1962	0.00493096
1.50691	1.14096	185.438	274.248	1326.67	1962.03	0.00493824
1.50683	1.14093	185.426	274.228	1326.54	1961.84	0.00494456
1.50675	1.14091	185.454	274.266	1326.72	1962.06	0.00495058
1.50668	1.14089	185.433	274.229	1326.54	1961.76	0.00495623
1.50662	1.14087	185.425	274.208	1326.45	1961.56	0.00496151
1.50656	1.14085	185.412	274.178	1326.33	1961.31	0.00496593
1.50651	1.14084	185.426	274.182	1326.41	1961.3	0.00497005
1.50646	1.14082	185.393	274.115	1326.15	1960.79	0.00497388
1.50642	1.14081	185.405	274.115	1326.21	1960.76	0.00497706
1.50638	1.1408	185.406	274.106	1326.21	1960.68	0.00497931
1.50635	1.14079	185.415	274.121	1326.26	1960.76	0.00498137
1.50634	1.14078	185.415	274.129	1326.25	1960.8	0.0049821
1.50633	1.14077	185.412	274.123	1326.22	1960.75	0.00498121
1.50634	1.14078	185.388	274.078	1326.05	1960.43	0.0049786
1.5064	1.14079	185.412	274.1	1326.24	1960.62	0.00496836
1.50653	1.14081	185.395	274.064	1326.15	1960.42	0.00495243
1.50673	1.14085	185.411	274.084	1326.33	1960.65	0.00493019
1.50698	1.14088	185.421	274.106	1326.46	1960.9	0.00490267
1.50719	1.14092	185.417	274.1	1326.49	1960.94	0.00487649
1.50752	1.14098	185.392	274.023	1326.41	1960.53	0.00483924
1.50802	1.14105	185.391	273.984	1326.54	1960.45	0.00479622
1.50824	1.14107	185.405	274.052	1326.67	1960.99	0.00478292
1.5079	1.14102	185.424	274.169	1326.72	1961.69	0.0048158
1.50735	1.14095	185.427	274.245	1326.61	1962.05	0.00487601
1.50706	1.1409	185.449	274.312	1326.69	1962.41	0.00491412
1.50695	1.14087	185.448	274.317	1326.64	1962.38	0.00492775
1.50692	1.14084	185.449	274.311	1326.6	1962.27	0.004931
1.5069	1.14081	185.442	274.289	1326.52	1962.06	0.00493082
1.50689	1.14078	185.442	274.272	1326.49	1961.9	0.00492591
1.50705	1.14077	185.388	274.171	1326.11	1961.18	0.00489568
