1.56656	1.14462	217.42	237.116	1563.64	1705.29	0.00486872
1.56673	1.14463	217.292	236.971	1562.74	1704.26	0.00484919
1.62519	1.1416	207.607	224.469	1486.94	1607.71	0.00481256
1.56677	1.14464	217.414	237.106	1563.62	1705.24	0.00485016
1.56676	1.14464	217.432	237.132	1563.75	1705.43	0.00485237
1.62537	1.14159	207.656	224.518	1487.26	1608.02	0.00481184
1.56673	1.14464	217.381	237.074	1563.38	1705.01	0.00485793
1.56671	1.14463	217.388	237.075	1563.43	1705.02	0.00486132
1.62539	1.14158	207.631	224.489	1487.07	1607.81	0.00480823
1.56666	1.14463	217.438	237.125	1563.78	1705.37	0.00486688
1.56663	1.14462	217.437	237.124	1563.77	1705.35	0.0048712
1.62536	1.14158	207.624	224.475	1487.01	1607.7	0.00480374
1.5666	1.14461	217.387	237.071	1563.39	1704.96	0.00487538
1.56656	1.1446	217.403	237.09	1563.49	1705.07	0.00488099
1.62533	1.14156	207.598	224.45	1486.81	1607.51	0.00480222
1.56653	1.14459	217.406	237.094	1563.5	1705.09	0.00488483
1.5665	1.14458	217.412	237.103	1563.52	1705.13	0.0048884
1.62531	1.14155	207.626	224.483	1486.99	1607.72	0.00480248
1.56647	1.14457	217.422	237.115	1563.58	1705.2	0.00489222
1.56645	1.14455	217.415	237.108	1563.52	1705.14	0.00489544
1.62529	1.14153	207.635	224.496	1487.04	1607.79	0.00480063
1.56641	1.14454	217.432	237.128	1563.62	1705.26	0.00489861
1.56639	1.14453	217.43	237.124	1563.59	1705.21	0.00490109
1.62527	1.14151	207.647	224.509	1487.1	1607.86	0.00479753
1.56637	1.14452	217.413	237.104	1563.45	1705.05	0.0049043
1.56635	1.14451	217.42	237.108	1563.49	1705.06	0.00490727
1.62526	1.14149	207.651	224.511	1487.11	1607.85	0.00479523
1.56633	1.14449	217.401	237.082	1563.33	1704.86	0.00491012
1.56631	1.14448	217.365	237.04	1563.05	1704.53	0.00491221
1.62525	1.14147	207.555	224.402	1486.39	1607.04	0.00479512
1.5663	1.14447	217.337	237.006	1562.84	1704.28	0.00491516
1.56628	1.14446	217.356	237.022	1562.96	1704.38	0.00491762
1.62526	1.14145	207.558	224.398	1486.39	1606.99	0.00479498
1.56627	1.14446	217.356	237.018	1562.96	1704.34	0.00491916
1.56625	1.14445	217.262	236.912	1562.27	1703.57	0.00492054
1.62525	1.14144	207.444	224.27	1485.57	1606.06	0.00479526
1.56624	1.14445	217.317	236.965	1562.66	1703.94	0.00492202
1.56623	1.14444	217.336	236.981	1562.79	1704.05	0.00492346
1.62524	1.14144	207.565	224.39	1486.43	1606.92	0.00479456
1.56622	1.14444	217.317	236.96	1562.65	1703.9	0.00492423
1.56622	1.14444	217.252	236.89	1562.18	1703.39	0.0049249
1.62523	1.14144	207.421	224.235	1485.4	1605.81	0.00479407
1.56621	1.14444	217.23	236.861	1562.02	1703.18	0.00492525
1.56621	1.14444	217.19	236.808	1561.74	1702.8	0.0049253
1.62523	1.14145	207.455	224.263	1485.65	1606.02	0.00479303
1.56622	1.14444	217.171	236.779	1561.61	1702.6	0.00492363
1.56626	1.14445	217.092	236.69	1561.05	1701.97	0.00491824
1.62522	1.14146	207.399	224.192	1485.26	1605.52	0.00479234
1.5663	1.14446	217.107	236.707	1561.17	1702.11	0.00491095
1.56635	1.14447	217.141	236.751	1561.42	1702.44	0.00490322
1.62522	1.14148	207.401	224.198	1485.3	1605.59	0.00479229
1.56643	1.14449	217.148	236.754	1561.5	1702.49	0.00489069
1.56653	1.1445	217.109	236.7	1561.24	1702.12	0.00487551
1.62523	1.14149	207.368	224.156	1485.08	1605.31	0.00479264
1.56664	1.14451	217.153	236.757	1561.57	1702.55	0.00486082
1.56665	1.14451	217.263	236.906	1562.37	1703.62	0.00485816
1.62526	1.1415	207.443	224.251	1485.63	1606	0.00479422
1.56655	1.1445	217.403	237.091	1563.36	1704.94	0.00487447
1.56644	1.1445	217.516	237.236	1564.16	1705.96	0.004894
1.62527	1.1415	207.677	224.55	1487.31	1608.14	0.00479546
1.56639	1.14448	217.546	237.277	1564.36	1706.24	0.00490184
1.56638	1.14447	217.548	237.279	1564.35	1706.23	0.00490506
1.62528	1.1415	207.764	224.659	1487.92	1608.92	0.00479657
1.56636	1.14445	217.531	237.256	1564.21	1706.05	0.00490702
1.56636	1.14443	217.499	237.214	1563.95	1705.72	0.00490623
1.6253	1.14148	207.705	224.589	1487.47	1608.39	0.00479814
1.56637	1.14442	217.469	237.169	1563.72	1705.37	0.00490245
1.56644	1.14441	217.357	237.028	1562.9	1704.35	0.00488734
1.6253	1.14146	207.617	224.472	1486.83	1607.53	0.00479826
1.56673	1.14442	217.194	236.813	1561.75	1702.82	0.00484132
1.5672	1.14444	216.985	236.547	1560.27	1700.94	0.00478223
1.62539	1.14145	207.344	224.121	1484.84	1604.98	0.00480834
1.56764	1.14444	217.076	236.652	1560.92	1701.69	0.00476378
1.56833	1.14442	216.986	236.569	1560.25	1701.06	0.00478699
1.62665	1.14128	207.086	223.797	1482.67	1602.32	0.00492462
1.50803	1.14276	227.012	249.886	1626.77	1790.69	0.00483562
1.50812	1.14278	227.042	249.924	1627.02	1791	0.00482781
1.50811	1.14279	227.16	250.065	1627.89	1792.03	0.00483282
1.50805	1.14278	227.119	250.022	1627.58	1791.7	0.00484003
1.50795	1.14277	227.116	250.013	1627.53	1791.61	0.00485138
1.50782	1.14276	227.093	249.983	1627.33	1791.36	0.00486402
1.5077	1.14274	227.117	250.009	1627.46	1791.5	0.00487514
1.50757	1.14271	227.062	249.952	1627.02	1791.04	0.00488767
1.50745	1.14269	227.086	249.982	1627.15	1791.21	0.00489796
1.50733	1.14267	227.131	250.035	1627.42	1791.54	0.00490802
1.50721	1.14265	227.144	250.054	1627.47	1791.62	0.00491874
1.5071	1.14262	227.15	250.064	1627.47	1791.64	0.00492766
1.507	1.1426	227.174	250.094	1627.6	1791.81	0.00493628
1.5069	1.14257	227.18	250.102	1627.59	1791.82	0.00494432
1.50681	1.14255	227.182	250.106	1627.56	1791.8	0.00495211
1.50672	1.14252	227.19	250.116	1627.58	1791.82	0.00495945
1.50664	1.1425	227.191	250.114	1627.55	1791.76	0.00496584
